   SNAP_ID INSTANCE_NUMBER SGA_TARGET_GB SIZE_FACTOR ESTD_PHYSICAL_READS LEAD_READ_DIFF
---------- --------------- ------------- ----------- ------------------- --------------
    128058 Administrative                0
    128058 Application                   0
    128058 Cluster                       0
    128058 Commit                        0
    128058 Concurrency                   0
    128058 Configuration                 0
    128058 DB CPU                      .01
    128058 Network                       0
    128058 Other                         0
    128058 Scheduler                     0
    128058 System I/O                    0
    128058 User I/O                      0
    128059 Administrative                0
    128059 Application                   0
    128059 Cluster                       0
    128059 Commit                        0
    128059 Concurrency                   0
    128059 Configuration                 0
    128059 DB CPU                      .01
    128059 Network                       0
    128059 Other                         0
    128059 Scheduler                     0
    128059 System I/O                    0
    128059 User I/O                      0
    128060 Administrative                0
    128060 Application                   0
    128060 Cluster                       0
    128060 Commit                        0
    128060 Concurrency                   0
    128060 Configuration                 0
    128060 DB CPU                      .01
    128060 Network                       0
    128060 Other                         0
    128060 Scheduler                     0
    128060 System I/O                    0
    128060 User I/O                      0
    128061 Administrative                0
    128061 Application                   0
    128061 Cluster                       0
    128061 Commit                        0
    128061 Concurrency                   0
    128061 Configuration                 0
    128061 DB CPU                      .01
    128061 Network                       0
    128061 Other                         0
    128061 Scheduler                     0
    128061 System I/O                    0
    128061 User I/O                      0
    128062 Administrative                0
    128062 Application                   0
    128062 Cluster                       0
    128062 Commit                        0
    128062 Concurrency                   0
    128062 Configuration                 0
    128062 DB CPU                      .01
    128062 Network                       0
    128062 Other                         0
    128062 Scheduler                     0
    128062 System I/O                    0
    128062 User I/O                      0
    128063 Administrative                0
    128063 Application                   0
    128063 Cluster                       0
    128063 Commit                        0
    128063 Concurrency                   0
    128063 Configuration                 0
    128063 DB CPU                      .01
    128063 Network                       0
    128063 Other                         0
    128063 Scheduler                     0
    128063 System I/O                    0
    128063 User I/O                      0
    128064 Administrative                0
    128064 Application                   0
    128064 Cluster                       0
    128064 Commit                        0
    128064 Concurrency                   0
    128064 Configuration                 0
    128064 DB CPU                      .01
    128064 Network                       0
    128064 Other                         0
    128064 Scheduler                     0
    128064 System I/O                    0
    128064 User I/O                      0
    128065 Administrative                0
    128065 Application                   0
    128065 Cluster                       0
    128065 Commit                        0
    128065 Concurrency                   0
    128065 Configuration                 0
    128065 DB CPU                      .01
    128065 Network                       0
    128065 Other                         0
    128065 Scheduler                     0
    128065 System I/O                    0
    128065 User I/O                      0
    128066 Administrative                0
    128066 Application                   0
    128066 Cluster                       0
    128066 Commit                        0
    128066 Concurrency                   0
    128066 Configuration                 0
    128066 DB CPU                      .01
    128066 Network                       0
    128066 Other                         0
    128066 Scheduler                     0
    128066 System I/O                    0
    128066 User I/O                      0
    128067 Administrative                0
    128067 Application                 .01
    128067 Cluster                     .01
    128067 Commit                        0
    128067 Concurrency                   0
    128067 Configuration                 0
    128067 DB CPU                      .07
    128067 Network                       0
    128067 Other                         0
    128067 Scheduler                     0
    128067 System I/O                    0
    128067 User I/O                    .07
    128068 Administrative                0
    128068 Application                 .02
    128068 Cluster                     .01
    128068 Commit                        0
    128068 Concurrency                 .01
    128068 Configuration                 0
    128068 DB CPU                      .13
    128068 Network                       0
    128068 Other                         0
    128068 Scheduler                     0
    128068 System I/O                    0
    128068 User I/O                    .08
    128069 Administrative                0
    128069 Application                   0
    128069 Cluster                       0
    128069 Commit                        0
    128069 Concurrency                   0
    128069 Configuration                 0
    128069 DB CPU                      .06
    128069 Network                       0
    128069 Other                         0
    128069 Scheduler                     0
    128069 System I/O                    0
    128069 User I/O                    .07
    128070 Administrative                0
    128070 Application                 .03
    128070 Cluster                     .01
    128070 Commit                        0
    128070 Concurrency                 .01
    128070 Configuration                 0
    128070 DB CPU                      .13
    128070 Network                       0
    128070 Other                         0
    128070 Scheduler                     0
    128070 System I/O                    0
    128070 User I/O                    .12
    128071 Administrative                0
    128071 Application                 .01
    128071 Cluster                       0
    128071 Commit                        0
    128071 Concurrency                   0
    128071 Configuration                 0
    128071 DB CPU                      .09
    128071 Network                       0
    128071 Other                         0
    128071 Scheduler                     0
    128071 System I/O                    0
    128071 User I/O                    .07
    128072 Administrative                0
    128072 Application                   0
    128072 Cluster                       0
    128072 Commit                        0
    128072 Concurrency                   0
    128072 Configuration                 0
    128072 DB CPU                      .01
    128072 Network                       0
    128072 Other                         0
    128072 Scheduler                     0
    128072 System I/O                    0
    128072 User I/O                      0
    128073 Administrative                0
    128073 Application                   0
    128073 Cluster                       0
    128073 Commit                        0
    128073 Concurrency                   0
    128073 Configuration                 0
    128073 DB CPU                      .01
    128073 Network                       0
    128073 Other                         0
    128073 Scheduler                     0
    128073 System I/O                    0
    128073 User I/O                      0

~~END-AVERAGE-ACTIVE-SESSIONS~~
Elapsed: 00:00:01.02


Elapsed: 00:00:00.02



Elapsed: 00:00:00.08

~~BEGIN-IO-WAIT-HISTOGRAM~~

   SNAP_ID WAIT_CLASS           EVENT_NAME                            WAIT_TIME_MILLI WAIT_COUNT
---------- -------------------- ------------------------------------- --------------- ----------
    128057 User I/O             db file scattered read                              1          6
    128057 User I/O             db file scattered read                              2          1
    128057 User I/O             db file scattered read                              4          1
    128057 User I/O             db file scattered read                             16          5
    128057 User I/O             db file scattered read                             32          3
    128057 User I/O             db file scattered read                             64          4
    128057 User I/O             db file sequential read                             1        453
    128057 User I/O             db file sequential read                             2         24
    128057 User I/O             db file sequential read                             4         65
    128057 User I/O             db file sequential read                             8         91
    128057 User I/O             db file sequential read                            16         78
    128057 User I/O             db file sequential read                            32         47
    128057 User I/O             db file sequential read                            64         19
    128057 User I/O             db file sequential read                           128          1
    128057 System I/O           log file parallel write                             1       1450
    128057 System I/O           log file parallel write                             2        128
    128057 System I/O           log file parallel write                             4         76
    128057 System I/O           log file parallel write                             8         20
    128057 System I/O           log file parallel write                            16         11
    128057 System I/O           log file parallel write                            32          1
    128057 Commit               log file sync                                       1         11
    128057 Commit               log file sync                                       2         12
    128057 Commit               log file sync                                       4          5
    128057 Commit               log file sync                                       8          1
    128058 User I/O             db file scattered read                              1         17
    128058 User I/O             db file scattered read                              2          3
    128058 User I/O             db file scattered read                              4          2
    128058 User I/O             db file scattered read                              8          9
    128058 User I/O             db file scattered read                             16          8
    128058 User I/O             db file scattered read                             32         11
    128058 User I/O             db file scattered read                             64          4
    128058 User I/O             db file sequential read                             1         59
    128058 User I/O             db file sequential read                             2         30
    128058 User I/O             db file sequential read                             4          9
    128058 User I/O             db file sequential read                             8         24
    128058 User I/O             db file sequential read                            16         28
    128058 User I/O             db file sequential read                            32         15
    128058 User I/O             db file sequential read                            64          5
    128058 System I/O           log file parallel write                             1       1741
    128058 System I/O           log file parallel write                             2        183
    128058 System I/O           log file parallel write                             4        101
    128058 System I/O           log file parallel write                             8         54
    128058 System I/O           log file parallel write                            16         21
    128058 System I/O           log file parallel write                            32          5
    128058 Commit               log file sync                                       1         13
    128058 Commit               log file sync                                       2          9
    128058 Commit               log file sync                                       4          3
    128058 Commit               log file sync                                       8          4
    128058 Commit               log file sync                                      16          1
    128059 User I/O             db file sequential read                             1         96
    128059 User I/O             db file sequential read                             2          8
    128059 User I/O             db file sequential read                             4         17
    128059 User I/O             db file sequential read                             8         31
    128059 User I/O             db file sequential read                            16         13
    128059 User I/O             db file sequential read                            32          3
    128059 System I/O           log file parallel write                             1       2042
    128059 System I/O           log file parallel write                             2         58
    128059 System I/O           log file parallel write                             4         34
    128059 System I/O           log file parallel write                             8         10
    128059 System I/O           log file parallel write                            16          2
    128059 Commit               log file sync                                       1         16
    128059 Commit               log file sync                                       2         12
    128059 Commit               log file sync                                       4          2
    128059 Commit               log file sync                                       8          1
    128060 User I/O             db file sequential read                             1         86
    128060 User I/O             db file sequential read                             2          3
    128060 User I/O             db file sequential read                             4          8
    128060 User I/O             db file sequential read                             8         24
    128060 User I/O             db file sequential read                            16          6
    128060 System I/O           log file parallel write                             1       2125
    128060 System I/O           log file parallel write                             2         42
    128060 System I/O           log file parallel write                             4         32
    128060 System I/O           log file parallel write                             8          8
    128060 System I/O           log file parallel write                            16          3
    128060 System I/O           log file parallel write                            32          1
    128060 Commit               log file sync                                       1         25
    128060 Commit               log file sync                                       2          1
    128060 Commit               log file sync                                       4          1
    128060 Commit               log file sync                                       8          1
    128061 User I/O             db file sequential read                             1        112
    128061 User I/O             db file sequential read                             2          5
    128061 User I/O             db file sequential read                             4         18
    128061 User I/O             db file sequential read                             8         37
    128061 User I/O             db file sequential read                            16          8
    128061 User I/O             db file sequential read                            32          3
    128061 System I/O           log file parallel write                             1       2298
    128061 System I/O           log file parallel write                             2         15
    128061 System I/O           log file parallel write                             4          7
    128061 System I/O           log file parallel write                            16          1
    128061 Commit               log file sync                                       1         16
    128061 Commit               log file sync                                       2          4
    128061 Commit               log file sync                                       4          1
    128062 User I/O             db file sequential read                             1        102
    128062 User I/O             db file sequential read                             2          7
    128062 User I/O             db file sequential read                             4         17
    128062 User I/O             db file sequential read                             8         45
    128062 User I/O             db file sequential read                            16         10
    128062 User I/O             db file sequential read                            32          1
    128062 System I/O           log file parallel write                             1       2157
    128062 System I/O           log file parallel write                             2         15
    128062 System I/O           log file parallel write                             4          5
    128062 Commit               log file sync                                       1         26
    128062 Commit               log file sync                                       2          1
    128063 User I/O             db file sequential read                             1         77
    128063 User I/O             db file sequential read                             2         11
    128063 User I/O             db file sequential read                             4          8
    128063 User I/O             db file sequential read                             8         27
    128063 User I/O             db file sequential read                            16          5
    128063 System I/O           log file parallel write                             1       2167
    128063 System I/O           log file parallel write                             2         20
    128063 System I/O           log file parallel write                             4          4
    128063 System I/O           log file parallel write                             8          2
    128063 System I/O           log file parallel write                            16          3
    128063 Commit               log file sync                                       1         19
    128063 Commit               log file sync                                       2          3
    128063 Commit               log file sync                                      16          1
    128064 User I/O             db file sequential read                             1         76
    128064 User I/O             db file sequential read                             2          5
    128064 User I/O             db file sequential read                             4         13
    128064 User I/O             db file sequential read                             8         26
    128064 User I/O             db file sequential read                            16          4
    128064 System I/O           log file parallel write                             1       2149
    128064 System I/O           log file parallel write                             2         21
    128064 System I/O           log file parallel write                             4          6
    128064 System I/O           log file parallel write                             8          4
    128064 System I/O           log file parallel write                            16          4
    128064 System I/O           log file parallel write                            32          1
    128064 Commit               log file sync                                       1         26
    128064 Commit               log file sync                                       2          1
    128064 Commit               log file sync                                      16          1
    128065 User I/O             db file sequential read                             1         71
    128065 User I/O             db file sequential read                             2          6
    128065 User I/O             db file sequential read                             4          3
    128065 User I/O             db file sequential read                             8         14
    128065 User I/O             db file sequential read                            16          2
    128065 System I/O           log file parallel write                             1       2127
    128065 System I/O           log file parallel write                             2         23
    128065 System I/O           log file parallel write                             4         10
    128065 System I/O           log file parallel write                             8          1
    128065 System I/O           log file parallel write                            16          1
    128065 Commit               log file sync                                       1         21
    128065 Commit               log file sync                                       2          3
    128065 Commit               log file sync                                       4          1
    128065 Commit               log file sync                                     256          1
    128066 User I/O             db file sequential read                             1         59
    128066 User I/O             db file sequential read                             2         11
    128066 User I/O             db file sequential read                             4          7
    128066 User I/O             db file sequential read                             8         11
    128066 User I/O             db file sequential read                            16          5
    128066 User I/O             db file sequential read                            32          3
    128066 System I/O           log file parallel write                             1       2093
    128066 System I/O           log file parallel write                             2         19
    128066 System I/O           log file parallel write                             4          7
    128066 System I/O           log file parallel write                             8          4
    128066 Commit               log file sync                                       1         24
    128066 Commit               log file sync                                       2          1
    128067 User I/O             db file scattered read                              1        436
    128067 User I/O             db file scattered read                              2         56
    128067 User I/O             db file scattered read                              4        102
    128067 User I/O             db file scattered read                              8        444
    128067 User I/O             db file scattered read                             16        183
    128067 User I/O             db file scattered read                             32          9
    128067 User I/O             db file scattered read                             64          1
    128067 User I/O             db file sequential read                             1     435526
    128067 User I/O             db file sequential read                             2      32375
    128067 User I/O             db file sequential read                             4     215318
    128067 User I/O             db file sequential read                             8     458202
    128067 User I/O             db file sequential read                            16      72648
    128067 User I/O             db file sequential read                            32       6265
    128067 User I/O             db file sequential read                            64        522
    128067 User I/O             db file sequential read                           128         88
    128067 User I/O             db file sequential read                           256         83
    128067 User I/O             db file sequential read                           512         61
    128067 User I/O             db file sequential read                          1024          5
    128067 User I/O             db file sequential read                          2048          1
    128067 System I/O           log file parallel write                             1     111364
    128067 System I/O           log file parallel write                             2       2493
    128067 System I/O           log file parallel write                             4       7584
    128067 System I/O           log file parallel write                             8      24171
    128067 System I/O           log file parallel write                            16      21257
    128067 System I/O           log file parallel write                            32       4635
    128067 System I/O           log file parallel write                            64        582
    128067 System I/O           log file parallel write                           128         32
    128067 System I/O           log file parallel write                           256         12
    128067 Commit               log file sync                                       1      11241
    128067 Commit               log file sync                                       2       4140
    128067 Commit               log file sync                                       4       1073
    128067 Commit               log file sync                                       8       2955
    128067 Commit               log file sync                                      16       3140
    128067 Commit               log file sync                                      32       1332
    128067 Commit               log file sync                                      64        159
    128067 Commit               log file sync                                     128          7
    128067 Commit               log file sync                                     256          3
    128068 User I/O             db file scattered read                              1        612
    128068 User I/O             db file scattered read                              2         84
    128068 User I/O             db file scattered read                              4        130
    128068 User I/O             db file scattered read                              8        628
    128068 User I/O             db file scattered read                             16        210
    128068 User I/O             db file scattered read                             32         18
    128068 User I/O             db file scattered read                             64          2
    128068 User I/O             db file scattered read                            128          1
    128068 User I/O             db file scattered read                            256          1
    128068 User I/O             db file sequential read                             1     533077
    128068 User I/O             db file sequential read                             2      39369
    128068 User I/O             db file sequential read                             4     268004
    128068 User I/O             db file sequential read                             8     563224
    128068 User I/O             db file sequential read                            16      78071
    128068 User I/O             db file sequential read                            32       6817
    128068 User I/O             db file sequential read                            64        727
    128068 User I/O             db file sequential read                           128        157
    128068 User I/O             db file sequential read                           256         91
    128068 User I/O             db file sequential read                           512         83
    128068 User I/O             db file sequential read                          1024          7
    128068 User I/O             db file sequential read                          2048          1
    128068 System I/O           log file parallel write                             1     190400
    128068 System I/O           log file parallel write                             2       4870
    128068 System I/O           log file parallel write                             4       1551
    128068 System I/O           log file parallel write                             8        347
    128068 System I/O           log file parallel write                            16        122
    128068 System I/O           log file parallel write                            32         23
    128068 System I/O           log file parallel write                            64         11
    128068 System I/O           log file parallel write                           128         17
    128068 System I/O           log file parallel write                           256          6
    128068 System I/O           log file parallel write                           512          3
    128068 Commit               log file sync                                       1      16421
    128068 Commit               log file sync                                       2       7717
    128068 Commit               log file sync                                       4       1064
    128068 Commit               log file sync                                       8        184
    128068 Commit               log file sync                                      16         52
    128068 Commit               log file sync                                      32         10
    128068 Commit               log file sync                                      64          5
    128068 Commit               log file sync                                     128          3
    128068 Commit               log file sync                                     512          3
    128069 User I/O             db file scattered read                              1        670
    128069 User I/O             db file scattered read                              2         88
    128069 User I/O             db file scattered read                              4        132
    128069 User I/O             db file scattered read                              8        535
    128069 User I/O             db file scattered read                             16        274
    128069 User I/O             db file scattered read                             32        131
    128069 User I/O             db file scattered read                             64         63
    128069 User I/O             db file scattered read                            128          6
    128069 User I/O             db file sequential read                             1     493129
    128069 User I/O             db file sequential read                             2      37375
    128069 User I/O             db file sequential read                             4     255763
    128069 User I/O             db file sequential read                             8     540552
    128069 User I/O             db file sequential read                            16      77842
    128069 User I/O             db file sequential read                            32      10668
    128069 User I/O             db file sequential read                            64       2226
    128069 User I/O             db file sequential read                           128        267
    128069 User I/O             db file sequential read                           256         53
    128069 User I/O             db file sequential read                           512         45
    128069 User I/O             db file sequential read                          1024         12
    128069 System I/O           log file parallel write                             1     153876
    128069 System I/O           log file parallel write                             2       4123
    128069 System I/O           log file parallel write                             4       1429
    128069 System I/O           log file parallel write                             8        346
    128069 System I/O           log file parallel write                            16        135
    128069 System I/O           log file parallel write                            32         42
    128069 System I/O           log file parallel write                            64          4
    128069 System I/O           log file parallel write                           128          4
    128069 System I/O           log file parallel write                           256          1
    128069 Commit               log file sync                                       1      20263
    128069 Commit               log file sync                                       2       7832
    128069 Commit               log file sync                                       4        949
    128069 Commit               log file sync                                       8        183
    128069 Commit               log file sync                                      16         55
    128069 Commit               log file sync                                      32         20
    128069 Commit               log file sync                                      64          1
    128070 User I/O             db file scattered read                              1        579
    128070 User I/O             db file scattered read                              2         79
    128070 User I/O             db file scattered read                              4        125
    128070 User I/O             db file scattered read                              8        624
    128070 User I/O             db file scattered read                             16        250
    128070 User I/O             db file scattered read                             32         43
    128070 User I/O             db file scattered read                             64          3
    128070 User I/O             db file scattered read                            256          1
    128070 User I/O             db file sequential read                             1     597319
    128070 User I/O             db file sequential read                             2      51380
    128070 User I/O             db file sequential read                             4     316148
    128070 User I/O             db file sequential read                             8     699352
    128070 User I/O             db file sequential read                            16     136742
    128070 User I/O             db file sequential read                            32      32899
    128070 User I/O             db file sequential read                            64       1471
    128070 User I/O             db file sequential read                           128        194
    128070 User I/O             db file sequential read                           256        109
    128070 User I/O             db file sequential read                           512         75
    128070 User I/O             db file sequential read                          1024         14
    128070 System I/O           log file parallel write                             1     203431
    128070 System I/O           log file parallel write                             2       7489
    128070 System I/O           log file parallel write                             4       3349
    128070 System I/O           log file parallel write                             8       1323
    128070 System I/O           log file parallel write                            16        834
    128070 System I/O           log file parallel write                            32        351
    128070 System I/O           log file parallel write                            64         23
    128070 System I/O           log file parallel write                           128         10
    128070 System I/O           log file parallel write                           256          6
    128070 System I/O           log file parallel write                          1024          2
    128070 Commit               log file sync                                       1      13708
    128070 Commit               log file sync                                       2       9127
    128070 Commit               log file sync                                       4       1536
    128070 Commit               log file sync                                       8        410
    128070 Commit               log file sync                                      16        190
    128070 Commit               log file sync                                      32         80
    128070 Commit               log file sync                                      64          8
    128070 Commit               log file sync                                     128          1
    128070 Commit               log file sync                                    1024          1
    128071 User I/O             db file scattered read                              1        710
    128071 User I/O             db file scattered read                              2        102
    128071 User I/O             db file scattered read                              4        154
    128071 User I/O             db file scattered read                              8        628
    128071 User I/O             db file scattered read                             16        211
    128071 User I/O             db file scattered read                             32         13
    128071 User I/O             db file scattered read                             64          1
    128071 User I/O             db file scattered read                            256          2
    128071 User I/O             db file sequential read                             1     501425
    128071 User I/O             db file sequential read                             2      36768
    128071 User I/O             db file sequential read                             4     247017
    128071 User I/O             db file sequential read                             8     517509
    128071 User I/O             db file sequential read                            16      80392
    128071 User I/O             db file sequential read                            32       5050
    128071 User I/O             db file sequential read                            64        523
    128071 User I/O             db file sequential read                           128        141
    128071 User I/O             db file sequential read                           256         95
    128071 User I/O             db file sequential read                           512         61
    128071 User I/O             db file sequential read                          1024          6
    128071 System I/O           log file parallel write                             1     163950
    128071 System I/O           log file parallel write                             2       4341
    128071 System I/O           log file parallel write                             4       1552
    128071 System I/O           log file parallel write                             8        293
    128071 System I/O           log file parallel write                            16        116
    128071 System I/O           log file parallel write                            32         40
    128071 System I/O           log file parallel write                            64         12
    128071 System I/O           log file parallel write                           128         12
    128071 System I/O           log file parallel write                           256          4
    128071 System I/O           log file parallel write                           512          1
    128071 Commit               log file sync                                       1      16317
    128071 Commit               log file sync                                       2       9191
    128071 Commit               log file sync                                       4       1154
    128071 Commit               log file sync                                       8        173
    128071 Commit               log file sync                                      16         47
    128071 Commit               log file sync                                      32         24
    128071 Commit               log file sync                                      64          5
    128071 Commit               log file sync                                     128          2
    128072 User I/O             db file scattered read                              1        159
    128072 User I/O             db file scattered read                              2         40
    128072 User I/O             db file scattered read                              4         44
    128072 User I/O             db file scattered read                              8        123
    128072 User I/O             db file scattered read                             16        142
    128072 User I/O             db file scattered read                             32        126
    128072 User I/O             db file scattered read                             64         53
    128072 User I/O             db file scattered read                            128          8
    128072 User I/O             db file scattered read                            256          1
    128072 User I/O             db file sequential read                             1      29613
    128072 User I/O             db file sequential read                             2       2368
    128072 User I/O             db file sequential read                             4      12381
    128072 User I/O             db file sequential read                             8      22171
    128072 User I/O             db file sequential read                            16       8818
    128072 User I/O             db file sequential read                            32       5622
    128072 User I/O             db file sequential read                            64       1992
    128072 User I/O             db file sequential read                           128        192
    128072 User I/O             db file sequential read                           256          7
    128072 User I/O             db file sequential read                           512          5
    128072 System I/O           log file parallel write                             1      97463
    128072 System I/O           log file parallel write                             2       3852
    128072 System I/O           log file parallel write                             4       2984
    128072 System I/O           log file parallel write                             8       2060
    128072 System I/O           log file parallel write                            16       1405
    128072 System I/O           log file parallel write                            32       1291
    128072 System I/O           log file parallel write                            64       1373
    128072 System I/O           log file parallel write                           128        190
    128072 System I/O           log file parallel write                           256         29
    128072 System I/O           log file parallel write                           512          3
    128072 System I/O           log file parallel write                          4096          1
    128072 Commit               log file sync                                       1       5615
    128072 Commit               log file sync                                       2       2021
    128072 Commit               log file sync                                       4        396
