   SNAP_ID INSTANCE_NUMBER SGA_TARGET_GB SIZE_FACTOR ESTD_PHYSICAL_READS LEAD_READ_DIFF
---------- --------------- ------------- ----------- ------------------- --------------
    128067 ORACLE_OCM                       2887706692 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_2                 0j6d9y40st3k1 SELECT                 1       59750          1        1.9        3.4        2.8         .2         26           0          1           0                0           0      213309        363
    128067 PHP_APP                                   0                                                                     8vjsd3upstvv0 INSERT               285        3713        285         .5        1.6        1.5          1         27           0          1           0                0           0     1034811        194
    128067 ORACLE_OCM                       3520809786 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_2                 a927uzs9sa0zd SELECT                 1         337         11         .1         .3        1.3         .2         28           0          1           0                0           0      163920        169
    128067 PHP_APP                          2726275375                                                                     cz98pbpjvgz7x SELECT                36        4191      12364         .2         .2          0          0         29           1          2           0                0           0           0          0
    128067 PHP_APP                           704264664                                                                     cz98pbpjvgz7x SELECT                12         123         99          0         .1         .1          0         30           0          2           0                0           0       46761          7
    128067 ORACLE_OCM                        840598616 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_1                 169bqnhsbp5rk SELECT                 1           0          9         .1          0          0          0         31           0          1           0                9           0           0          0
    128067 ORACLE_OCM                       1588386415 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_2_1               99shzvzhjjfnp SELECT                 1           6          1          0          0          0          0         32           0          1           0               10           0        1625          0
    128068 PHP_APP                           404193581                                                                     g04wkknhrhazd UPDATE              8828           0      12707     7767.6    12689.5     1126.3      321.1          1           0          1           1                0           1   321067648     144172
    128068 PHP_APP                          4266969829                                                                     87c692zuqjx94 SELECT               499     5987990        499        318     4551.8     7283.7     4289.4          2           0          1           7                0           0  4289405215     932311
    128068 PHP_APP                          4266969829                                                                     36a6y3bb2rfxn SELECT               161     4928448        161       53.6      409.7      532.3      358.5          3           0          1           1                0           0   358527667      68130
    128068 PHP_APP                          3078999026                                                                     689f66uzf1f7g SELECT                36      346367         36       21.6      401.5        545      383.8          4           0          1           1                0           0   383848477      69761
    128068 PHP_APP                          3264537098                                                                     d1bnm2xuqxh86 SELECT                33     1818929         33       33.7      394.2      269.6      360.9          5           0          1           0                0           0   360944528      34508
    128068 PHP_APP                                   0                                                                     7rwsvf16ysa44 INSERT               176    56885539        176      209.8      361.8       16.2        6.5          6           0          1           0                0           0     6501194       2070
    128068 PHP_APP                          4266969829                                                                     cvfj6f2qdhgfa SELECT               147     2777956        147       29.7      210.7      406.5      184.3          7           0          1           0                0           0   184260192      52031
    128068 PHP_APP                          4266969829                                                                     aysxamvw2gafr SELECT                 6      182087          6        8.2      122.1      221.3      115.9          8           0          1           0                0           0   115888351      28323
    128068 PHP_APP                           934321036                                                                     94hbup25fzdz2 SELECT               387     4730085       2638       32.2      110.4      110.5       77.9          9           0          1           0                0           0    77863522      14143
    128068 PHP_APP                          3078999026                                                                     ba9yvvbpjg4y6 SELECT                 5      118144          5        5.8       61.4       94.6       56.8         10           0          1           0                0           0    56823663      12114
    128068 PHP_APP                          4266969829                                                                     792n9byfafnyu SELECT                14       68447         14        3.2       52.9       98.1       50.5         11           0          1           0                0           0    50452928      12558
    128068 PHP_APP                          4266969829                                                                     g5vgk3mtx69vr SELECT                 6       39085          6        3.6         50       88.9       47.3         12           0          1           0                0           0    47307514      11383
    128068 PHP_APP                                   0 JDBC Thin Client                                                    8txrsz76ft4bz INSERT              8791      266919       8791         15       35.6       18.2       12.4         13           0          1           0                0           0    12381675       2330
    128068 PHP_APP                          4266969829                                                                     6067cu3tzfbrs SELECT                45      735651         45        7.1       34.2       45.9       27.5         14           0          1           0                0           0    27513856       5881
    128068 PHP_APP                          3825239927                                                                     549dntbd9t5ys SELECT                13      707496         13        9.7       33.6       98.5       21.7         15           0          1           0                0           0    21745322      12607
    128068 PHP_APP                          3869772469                                                                     5n98khx92bw4q SELECT                17     1009304         17       11.1         31         45       17.3         16           0          1           0                0           0    17335252       5765
    128068 PHP_APP                          2593926824                                                                     73xfrsywcx6vr SELECT                32     1818417         32       14.6       25.2        5.2        7.8         17           0          1           0                0           0     7817295        661
    128068 ORACLE_OCM                       3238915787 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_1                 fufz5k664qxk6 SELECT                 1           0          0         .1       24.5          0          0         18           0          1           0                2           0           0          0
    128068 PHP_APP                          2154148385                                                                     a4ca57duw8d48 SELECT                64     2884225        170       17.2       21.1        1.4        1.5         19           0          1           0                0           0     1465716        176
    128068 PHP_APP                          4266969829                                                                     0d7jc3q7n4dph SELECT                 5        8940          5        1.5       19.4       25.5       18.2         20           0          1           0                0           0    18157992       3268
    128068 PHP_APP                           934321036                                                                     6cgrph5phzdaj SELECT               125     2419319        284       13.8         19        8.5        4.9         21           0          1           0                0           0     4922642       1094
    128068 PHP_APP                           583863594                                                                     gvgh19nt10pam SELECT                25     1778141         25       14.9       17.6          0          0         22           0          1           0                0           0        1656          0
    128068 PHP_APP                          2047868936                                                                     cv6hfuadsht49 SELECT                25     1778215         25       15.2       17.6          0          0         23           0          1           0                0           0           0          0
    128068 PHP_APP                          2146843037                                                                     8wj5htrfrfysu SELECT                15     1089957         15         10       15.9          0          0         24           0          1           0                0           0           0          0
    128068 PHP_APP                           869135112                                                                     g45pzqh5uv510 SELECT                17     1009291         17          9       13.9         .5         .6         25           0          1           0                0           0      559592         62
    128068 PHP_APP                          2284117352                                                                     byp5t6kdw1kba SELECT                15     1089972         15        9.5       12.8          0          0         26           0          1           0                0           0        3711          0
    128068 PHP_APP                                   0                                                                     8vjsd3upstvv0 INSERT               302        4177        302         .5        2.2        2.2        1.5         27           0          1           0                0           0     1458132        276
    128068 ORACLE_OCM                       2887706692 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_2                 0j6d9y40st3k1 SELECT                 1       59702          1        1.5        1.9        2.8         .2         28           0          1           0                0           0      218233        364
    128068 ORACLE_OCM                       3520809786 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_2                 a927uzs9sa0zd SELECT                 1         337         11         .1         .2        1.3         .1         29           0          1           0                0           0      144286        169
    128068 PHP_APP                          2726275375                                                                     cz98pbpjvgz7x SELECT                11         561       1484          0         .1          0          0         30           1          2           0                0           0       18358          5
    128068 ORACLE_OCM                        840598616 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_1                 169bqnhsbp5rk SELECT                 1           0          9         .1          0          0          0         31           0          1           0                9           0           0          0
    128068 ORACLE_OCM                       1588386415 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_2_1               99shzvzhjjfnp SELECT                 1           6          1          0          0          0          0         32           0          1           0               10           0        3543          0
    128068 PHP_APP                           704264664                                                                     cz98pbpjvgz7x SELECT                 0           0          0          0          0          0          0         33           1          2           0                0           0           0          0
    128069 PHP_APP                          4266969829                                                                     87c692zuqjx94 SELECT               488     6102953        488      295.2     4392.2       7585     4153.5          1           0          1           7                0           0  4153525319     970881
    128069 PHP_APP                           404193581                                                                     g04wkknhrhazd UPDATE              7081   945773472      10310     2014.8     2816.8      972.4      261.2          2           0          1           1                0           1   261196087     124469
    128069 PHP_APP                          3078999026                                                                     689f66uzf1f7g SELECT                63      848400         63       20.5      330.6      410.1      313.3          3           0          1           0                0           0   313319094      52492
    128069 PHP_APP                           934321036                                                                     94hbup25fzdz2 SELECT               401     5331020       2379       45.3        277      407.5      234.2          4           0          1           0                0           0   234215998      52159
    128069 PHP_APP                          4266969829                                                                     36a6y3bb2rfxn SELECT                57      766030         57         17      176.9      320.6      162.5          5           0          1           0                0           0   162529486      41036
    128069 PHP_APP                                   0                                                                     7rwsvf16ysa44 INSERT               150    29294860        150      103.4      156.4       17.3        6.2          6           0          1           0                0           0     6194194       2211
    128069 PHP_APP                          4266969829                                                                     6067cu3tzfbrs SELECT                54     1881825         54       15.3      100.4      103.9       85.5          7           0          1           0                0           0    85464636      13305
    128069 PHP_APP                          4266969829                                                                     g5vgk3mtx69vr SELECT                17      338043         17        8.3       96.3      180.4       89.4          8           0          1           0                0           0    89375827      23096
    128069 PHP_APP                          4266969829                                                                     aysxamvw2gafr SELECT                 7      229962          7        5.9       83.4      152.2       78.9          9           0          1           0                0           0    78907696      19479
    128069 PHP_APP                          4266969829                                                                     cvfj6f2qdhgfa SELECT               154     1697032        154       12.9       59.6      111.8       47.2         10           0          1           0                0           0    47183688      14313
    128069 PHP_APP                          4266969829                                                                     9f0qt327kh24w SELECT                 3       49730          3        3.1       46.9       82.3       44.5         11           0          1           0                0           0    44516085      10528
    128069 PHP_APP                                   0 JDBC Thin Client                                                    8txrsz76ft4bz INSERT             13223      406819      13223         19         43       23.5       15.7         12           0          1           0                0           0    15736929       3008
    128069 ORACLE_OCM                       3238915787 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_1                 fufz5k664qxk6 SELECT                 1           0          0         .1       21.8          0          0         13           0          1           0                2           0           0          0
    128069 PHP_APP                           875504066                                                                     b629r0h9uaq2w SELECT                61      823509        483        6.6       11.2        4.5        4.5         14           0          1           0                0           0     4470383        570
    128069 PHP_APP                           934321036                                                                     12y5qckdzrvs0 SELECT                46     1684183         46        9.4        9.8         .5         .3         15           0          1           0                0           0      310735         68
    128069 PHP_APP                           934321036                                                                     6cgrph5phzdaj SELECT               144     1488349        206        8.3        8.6         .3         .1         16           0          1           0                0           0      144262         43
    128069 PHP_APP                           881604908 JDBC Thin Client                                                    d6q5zr37tumfm SELECT             14427        3624      14427        5.9        7.2          0          0         17           0          1           0                0           0          90          0
    128069 PHP_APP                                   0                                                                     8vjsd3upstvv0 INSERT               377        5204        377         .6        2.5        2.7        1.7         18           0          1           0                0           0     1708376        344
    128069 ORACLE_OCM                       2887706692 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_2                 0j6d9y40st3k1 SELECT                 1       59639          1        1.3        1.7        2.8         .2         19           0          1           0                0           0      201489        364
    128069 ORACLE_OCM                       3520809786 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_2                 a927uzs9sa0zd SELECT                 1         337         11         .1         .2        1.3         .2         20           0          1           0                0           0      154322        169
    128069 PHP_APP                          2726275375                                                                     cz98pbpjvgz7x SELECT                10        1140       3165         .1         .2         .6         .1         21           1          2           0                0           0       69614         73
    128069 ORACLE_OCM                       1588386415 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_2_1               99shzvzhjjfnp SELECT                 1           6          1          0          0          0          0         22           0          1           0               10           0        4919          0
    128069 ORACLE_OCM                        840598616 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_1                 169bqnhsbp5rk SELECT                 1           0          9          0          0          0          0         23           0          1           0                9           0           0          0
    128069 PHP_APP                           704264664                                                                     cz98pbpjvgz7x SELECT                 0           0          0          0          0          0          0         24           1          2           0                0           0           0          0
    128070 PHP_APP                           404193581                                                                     g04wkknhrhazd UPDATE              9062  2592624657      14858     7376.4    12685.4       1365      415.3          1           0          1           1                0           1   415294781     174719
    128070 PHP_APP                          4266969829                                                                     87c692zuqjx94 SELECT               594     9688156        594      406.1     6017.5     9593.9     5678.4          2           0          1           9                0           0  5678351639    1228020
    128070 PHP_APP                           583863594                                                                     gvgh19nt10pam SELECT                28     1717409         28       53.7      991.1      359.7      937.9          3           0          1           0                0           0   937900291      46046
    128070 PHP_APP                          3264537098                                                                     d1bnm2xuqxh86 SELECT                32     1785063         32       52.1      862.7      301.9      807.8          4           0          1           0                0           0   807781566      38644
    128070 PHP_APP                          4266969829                                                                     36a6y3bb2rfxn SELECT               135     4391841        135       62.3        814      658.7      753.8          5           0          1           1                0           0   753781834      84309
    128070 PHP_APP                          3078999026                                                                     689f66uzf1f7g SELECT                61      917390         61       31.7      525.8      691.4      499.8          6           0          1           1                0           0   499767419      88496
    128070 PHP_APP                                   0                                                                     7rwsvf16ysa44 INSERT               211    60365918        211      220.7      437.7       16.4        7.4          7           0          1           0                0           0     7408900       2103
    128070 PHP_APP                           934321036                                                                     94hbup25fzdz2 SELECT               486     7760039       2982       56.7      234.6      271.4      176.9          8           0          1           0                0           0   176897816      34745
    128070 PHP_APP                          4266969829                                                                     cvfj6f2qdhgfa SELECT                99     1296674         99       20.5        221      392.6      203.4          9           0          1           0                0           0   203407519      50255
    128070 PHP_APP                                   0                                                                     55510g3tj31dp INSERT               321    61512058        321      159.6      213.7       29.3         11         10           0          1           0                0           0    10988395       3754
    128070 PHP_APP                          4266969829                                                                     aysxamvw2gafr SELECT                 1       39004          1          9      128.4      197.6      121.6         11           0          1           0                0           0   121613428      25290
    128070 PHP_APP                          3825239927                                                                     549dntbd9t5ys SELECT                18     1429365         18       16.3      124.3       71.5      105.2         12           0          1           0                0           0   105160573       9148
    128070 PHP_APP                          4266969829                                                                     6067cu3tzfbrs SELECT                66     1134516         66       12.9      120.1      220.2      108.5         13           0          1           0                0           0   108480350      28182
    128070 PHP_APP                          4266969829                                                                     1fdc738vahtpm SELECT                 6       72600          6        6.6       87.2        130         82         14           0          1           0                0           0    81959337      16638
    128070 PHP_APP                          4266969829                                                                     792n9byfafnyu SELECT                16      216653         16        6.2       82.8      114.8       77.2         15           0          1           0                0           0    77222363      14691
    128070 PHP_APP                          3078999026                                                                     ba9yvvbpjg4y6 SELECT                 1       23646          1        3.1       63.4       97.1       61.2         16           0          1           0                0           0    61190143      12435
    128070 PHP_APP                          2284117352                                                                     bxgvcxw44v6rz SELECT                 6      162781          6        4.7       57.8       84.6       53.8         17           0          1           0                0           0    53826436      10829
    128070 PHP_APP                          3869772469                                                                     92y0wb1b7x994 SELECT                 7      209114          7        4.1       56.6       87.8       53.2         18           0          1           0                0           0    53185801      11243
    128070 PHP_APP                          2047868936                                                                     cv6hfuadsht49 SELECT                28     1720331         28         16         51        7.6       31.6         19           0          1           0                0           0    31644070        975
    128070 PHP_APP                          2154148385                                                                     a4ca57duw8d48 SELECT                67     3347017        294         22       47.9       12.4       23.2         20           0          1           0                0           0    23219146       1591
    128070 PHP_APP                                   0 JDBC Thin Client                                                    8txrsz76ft4bz INSERT              7354      228192       7354       13.9       38.2       19.8       14.3         21           0          1           0                0           0    14261654       2532
    128070 PHP_APP                          2593926824                                                                     73xfrsywcx6vr SELECT                32     1789664         32       15.3       36.4        7.4       17.5         22           0          1           0                0           0    17465838        947
    128070 PHP_APP                          3869772469                                                                     5n98khx92bw4q SELECT                13     1037759         13        9.8       31.4        6.3         19         23           0          1           0                0           0    18967899        811
    128070 ORACLE_OCM                       3238915787 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_1                 fufz5k664qxk6 SELECT                 1           0          0         .1       31.3          0          0         24           0          1           0                2           0           0          0
    128070 ORACLE_OCM                                0 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_2                 73629tmfbjzrh PL/SQLEXECUTE          1       76476          1        9.1       21.8        6.4        1.8         25           0          1           0                0           0     1802528        813
    128070 PHP_APP                            64540212                                                                     9tzjx25hxgrdg SELECT                18     1429395         18       12.2       17.7        1.4        1.3         26           0          1           0                0           0     1321354        174
    128070 PHP_APP                          2154148385                                                                     9r6u5qrmxxjdt SELECT               106     1880001        327       10.8       14.5        4.5        3.1         27           0          1           0                0           0     3101419        576
    128070 PHP_APP                           869135112                                                                     g45pzqh5uv510 SELECT                13     1037763         13        9.3       12.9         .3         .3         28           0          1           0                0           0      333278         43
    128070 PHP_APP                                   0                                                                     8vjsd3upstvv0 INSERT               400        5728        400         .7        3.1        2.7          2         29           0          1           0                0           0     2027900        351
    128070 PHP_APP                          2726275375                                                                     cz98pbpjvgz7x SELECT                10        1886      10766         .1         .5         .9         .2         30           1          2           0                0           0      180660        112
    128070 ORACLE_OCM                       3520809786 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_2                 a927uzs9sa0zd SELECT                 1         337         11         .1         .2        1.7         .2         31           0          1           0                0           0      162617        215
    128070 ORACLE_OCM                        840598616 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_1                 169bqnhsbp5rk SELECT                 1           0          9          0          0          0          0         32           0          1           0                9           0           0          0
    128070 PHP_APP                           704264664                                                                     cz98pbpjvgz7x SELECT                 0           0          0          0          0          0          0         33           1          2           0                0           0           0          0
    128071 PHP_APP                           404193581                                                                     g04wkknhrhazd UPDATE             10068           0      13875     4718.2     6607.9     1320.7        345          1           0          1           1                0           1   344997336     169053
    128071 PHP_APP                          4266969829                                                                     87c692zuqjx94 SELECT               689     9217633        689        318     4356.9     7269.4     4095.8          2           0          1           7                0           0  4095771592     930485
    128071 PHP_APP                          3078999026                                                                     689f66uzf1f7g SELECT                48      611023         48       26.4      372.6      691.9      352.7          3           0          1           1                0           0   352670533      88560
    128071 PHP_APP                                   0                                                                     7rwsvf16ysa44 INSERT               201    42733380        201      157.3      253.6       17.5        5.6          4           0          1           0                0           0     5565832       2244
    128071 PHP_APP                          4266969829                                                                     36a6y3bb2rfxn SELECT               108     2910622        108       23.9      186.7      219.9      164.2          5           0          1           0                0           0   164233133      28141
    128071 PHP_APP                           934321036                                                                     94hbup25fzdz2 SELECT               515     6327907       2730       43.4      123.2      173.6       79.7          6           0          1           0                0           0    79673543      22223
    128071 PHP_APP                          3264537098                                                                     d1bnm2xuqxh86 SELECT                13     1082686         13       11.3       85.8       55.4       73.6          7           0          1           0                0           0    73591955       7086
    128071 PHP_APP                           583863594                                                                     gvgh19nt10pam SELECT                 6      295365          6          5         76       44.5       71.2          8           0          1           0                0           0    71206780       5699
    128071 PHP_APP                                   0                                                                     55510g3tj31dp INSERT               240    22013883        240       54.5       67.9       17.6        5.4          9           0          1           0                0           0     5350714       2253
    128071 PHP_APP                          1708884478                                                                     2jnm4y3t9nt5g SELECT                 3      113214          3        5.3         67      118.1       62.4         10           0          1           0                0           0    62435263      15115
    128071 PHP_APP                          4266969829                                                                     f0j13s2j31688 SELECT                10      236603         10        4.7       63.7      102.4         60         11           0          1           0                0           0    59968605      13101
    128071 PHP_APP                          3264537098                                                                     dyvfn1umdakpk SELECT                15      181331         15        3.8         39       63.7       35.6         12           0          1           0                0           0    35596152       8159
    128071 PHP_APP                                   0 JDBC Thin Client                                                    8txrsz76ft4bz INSERT              7717      240924       7717       14.5       35.5       16.1       10.4         13           0          1           0                0           0    10399915       2065
    128071 PHP_APP                          4266969829                                                                     cvfj6f2qdhgfa SELECT                92      818097         92        7.5       30.7       68.8       23.8         14           0          1           0                0           0    23775989       8808
    128071 PHP_APP                          2154148385                                                                     a4ca57duw8d48 SELECT                47     1681358        145       10.4       20.5       15.5        9.7         15           0          1           0                0           0     9721884       1989
    128071 ORACLE_OCM                       3238915787 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_1                 fufz5k664qxk6 SELECT                 1           0          0         .1       18.9          0          0         16           0          1           0                2           0           0          0
    128071 PHP_APP                          2154148385                                                                     9r6u5qrmxxjdt SELECT               170     2805029        516       15.1       18.6        5.5          3         17           0          1           0                0           0     2992295        708
    128071 PHP_APP                          2593926824                                                                     73xfrsywcx6vr SELECT                10      852552         10        7.3       11.9        1.2          2         18           0          1           0                0           0     2014923        153
    128071 PHP_APP                          4266969829                                                                     792n9byfafnyu SELECT                12       86123         12          1       11.8         18       10.9         19           0          1           0                0           0    10939196       2299
    128071 PHP_APP                           934321036                                                                     19wnfyymvn8tx SELECT                57     1078698        452        5.8        7.9        1.5          2         20           0          1           0                0           0     2042909        190
    128071 PHP_APP                                   0                                                                     8vjsd3upstvv0 INSERT               415        5513        415         .6        2.6        2.9        1.7         21           0          1           0                0           0     1664415        368
    128071 PHP_APP                          2726275375                                                                     cz98pbpjvgz7x SELECT                18        1797       3134         .1         .3         .6         .1         22           1          2           0                0           0       93230         75
    128071 ORACLE_OCM                       3520809786 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_2                 a927uzs9sa0zd SELECT                 1         337         11          0         .2        1.6         .2         23           0          1           0                0           0      169088        202
    128071 ORACLE_OCM                        840598616 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_1                 169bqnhsbp5rk SELECT                 1           0          9         .1          0          0          0         24           0          1           0                9           0           0          0
    128071 PHP_APP                           704264664                                                                     cz98pbpjvgz7x SELECT                 0           0          0          0          0          0          0         25           1          2           0                0           0           0          0
    128072 PHP_APP                           404193581                                                                     g04wkknhrhazd UPDATE              1666   106078439       2171      217.5      306.3      159.2       40.8          1           0          1           0                0           0    40828981      20382
    128072 PHP_APP                          4266969829                                                                     87c692zuqjx94 SELECT                47      348563         47        9.9      107.5        263       99.5          2           0          1           0                0           0    99540852      33669
    128072 PHP_APP                          4266969829                                                                     6067cu3tzfbrs SELECT                 9       90475          9        1.7         23         38       21.5          3           0          1           0                0           0    21549864       4862
    128072 PHP_APP                                   0 JDBC Thin Client                                                    8txrsz76ft4bz INSERT              5404      165870       5404        9.3       20.5        5.8        4.5          4           0          1           0                0           0     4543951        741
    128072 PHP_APP                          3078999026                                                                     gw2q6usrnxx26 SELECT               210     3413471        210       18.6       18.8          0          0          5           0          1           0                0           0           0          0
    128072 ORACLE_OCM                       3238915787 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_1                 fufz5k664qxk6 SELECT                 1           0          0          0       18.7          0          0          6           0          1           0                2           0           0          0
    128072 PHP_APP                           875504066                                                                     139n35kv21wmm SELECT               158     2568195        422       13.8       14.1          0          0          7           0          1           0                0           0           0          0
    128072 PHP_APP                          2446242512                                                                     bcgh8ky92kx0q SELECT                52      845296        109          5        5.1          0          0          8           0          1           0                0           0           0          0
    128072 PHP_APP                                   0                                                                     55510g3tj31dp INSERT                19     1381360         19        3.5        4.6        1.3         .7          9           0          1           0                0           0      665367        160
    128072 PHP_APP                          4266969829                                                                     cvfj6f2qdhgfa SELECT                 2        2976          2         .1         .1          0          0         10           0          1           0                0           0       25752          5
    128072 PHP_APP                                   0                                                                     8vjsd3upstvv0 INSERT                12         160         12          0         .1         .1          0         11           0          1           0                0           0       35051         10
    128072 ORACLE_OCM                        840598616 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_1                 169bqnhsbp5rk SELECT                 1           0          9          0          0          0          0         12           0          1           0                9           0           0          0
    128072 ORACLE_OCM                       3520809786 DBMS_SCHEDULER                    MGMT_CONFIG_JOB_2                 a927uzs9sa0zd SELECT                 1         337         11          0          0          0          0         13           0          1           0                0           0           0          0
    128072 PHP_APP                          2726275375                                                                     cz98pbpjvgz7x SELECT                 1          83          3          0          0          0          0         14           1          2           0                0           0          21          0
    128072 PHP_APP                           704264664                                                                     cz98pbpjvgz7x SELECT                 0           0          0          0          0          0          0         15           1          2           0                0           0           0          0
    128073 PHP_APP                           404193581                                                                     g04wkknhrhazd UPDATE               257     7132609        305       17.6       34.7       21.6        8.3          1           0          1           0                0           0     8316370       2759
